No.,Tahun,BA K/L,Kode Temuan,Jenis Temuan,Penjelasan,Nilai Temuan (Rp)
635,2021,80,6,Permasalahan lainnya terkait PNBP,,600336792 
636,2021,81,6,Permasalahan lainnya terkait PNBP,,0 
637,2021,85,6,Permasalahan lainnya terkait PNBP,,0 
638,2021,87,6,Permasalahan lainnya terkait PNBP,,0 
639,2021,90,6,Permasalahan lainnya terkait PNBP,,0 
640,2021,90,6,Permasalahan lainnya terkait PNBP,,0 
641,2021,111,6,Permasalahan lainnya terkait PNBP,,0 
642,2021,112,6,Permasalahan lainnya terkait PNBP,,107500000 
643,2021,112,6,Permasalahan lainnya terkait PNBP,,1492414519 
644,2021,117,6,Permasalahan lainnya terkait PNBP,,0 
645,2021,117,6,Permasalahan lainnya terkait PNBP,,77372859 
646,2021,118,6,Permasalahan lainnya terkait PNBP,,0 
647,2022,2,1,PNBP terlambat/belum disetor ke Kas Negara,"Keterlambatan penyetoran penerimaan wisma ke kas negara dengan rentang waktu antara 3 s.d. 10 hari kerja dengan total nilai pendapatan sewa sebesar Rp14.062.500,00",14062500 
648,2022,5,1,PNBP terlambat/belum disetor ke Kas Negara,-,260000 
649,2022,12,1,PNBP terlambat/belum disetor ke Kas Negara,Hasil pemeriksaan pada UO TNI AL menunjukkan bahwa PNBP atas PKS Pemanfaatan lahan Tahun 2022 pada Puspenerbal sewa lahan/PKS dengan PT. Merpati Mantenance Facility (MMF) yang digunakan untuk hanggar,219122580 
650,2022,19,1,PNBP terlambat/belum disetor ke Kas Negara,"Pengenaan Tarif PNBP pada Dua Satuan Kerja Tidak Sesuai Ketentuan dan Penatausahaan Pendapatan Sumbangan Pembinaan Pendidikan, Pendapatan Diterima Di Muka dan Pendapatan Yang Masih Harus Diterima pada SMK SMTI Makassar Tidak Tertib, Akurat, Valid dan Sinkron",0 
651,2022,23,1,PNBP terlambat/belum disetor ke Kas Negara,PNBP UKBI diterima dari masyarakat hampir setiap hari di rekening bendahara penerimaan namun penyetoran ke Kas Negara dilakukan secara berkala dan belum ada dispensasi KPPN.,0 
652,2022,23,1,PNBP terlambat/belum disetor ke Kas Negara,Sewa tempat ruangan ATM di Politeknik Negeri Padang terhitung sejak tanggal 1 September 2021 sampai dengan tanggal 31 Agustus 2024 dan pembayaran sewa baru dilakukan pada tanggal 13 Januari 2022.,47400000 
653,2022,23,1,PNBP terlambat/belum disetor ke Kas Negara,Terdapat sewa ruangan ATM pada PPNS dengan BNI tanggal 23 Agustus 2021. Jangka waktu sewa sejak tanggal 1 Juli 2021 sampai dengan tanggal 30 Juni 2024. pembayaran sewa pada tanggal 2 Desember 2022,60750000 
654,2022,23,1,PNBP terlambat/belum disetor ke Kas Negara,"terdapat penerimaan di tahun 2021 yang baru disetorkan di tahun 2022 sebesar Rp209.626.941,00",209626941 
655,2022,33,1,PNBP terlambat/belum disetor ke Kas Negara,"Keterlambatan Penyetoran PNBP Sebesar Rp2.295.999.000,00 pada BBPJN Jawa Tengah-D.I.Yogyakarta. (Jenis PNBP dan Jumlah hari keterlambatan terlampir)",2295999000 
656,2022,33,1,PNBP terlambat/belum disetor ke Kas Negara,"Pemanfaatan/penggunaan objek PNBP belum didukung perjanjian, belum ada penetapan sewa, tarif sewa tidak sesuai ketentuan, digunakan oleh pihak yang tidak berhak",0 
657,2022,44,1,PNBP terlambat/belum disetor ke Kas Negara,penerimaan atas  walk in guest  diterima oleh petugas Front Office secara tunai. Penerimaan tunai tersebut disetor ke rekening kas lainnya Nomor 1871-01-000003-30-1 setiap minggu dengan alasan lokasi,0 
658,2022,57,1,PNBP terlambat/belum disetor ke Kas Negara,PNBP dari Jasa Fotocopi dan Mikrofilm terlambat disetorkan diantaranya bulan des 2022 disetor 17-02-2023 sebesar Rp752.000 dan total yang terlambat setahun Rp11.111.100.,11111100 
659,2022,60,1,PNBP terlambat/belum disetor ke Kas Negara,Penyetoran PNBP atas Penerbitan SKCK dan Ijin Senpi pada Ditintelkam Polda Sulawesi Tengah Tidak Tertib Waktu,0 
660,2022,60,1,PNBP terlambat/belum disetor ke Kas Negara,Penyetoran PNBP atas Penerbitan SKCK pada Satintelkam Polres Morowali Tidak Tertib Waktu,0 
661,2022,60,1,PNBP terlambat/belum disetor ke Kas Negara,Pengelolaan PNBP Jasa Pamobvit pada Satsamapta Polresta Banda Aceh Belum Sesuai Ketentuan dan Kurang Saji Piutang PNBP,0 
662,2022,87,1,PNBP terlambat/belum disetor ke Kas Negara,"Berdasarkan hasil  pemeriksaan, diketahui masih terdapat satker yang mengalami keterlambatan penyetoran PNBP ke Kas Negara antara 1 s.d. 4 hari sebesar Rp1.122.580.000",1122580000 
663,2022,87,1,PNBP terlambat/belum disetor ke Kas Negara,Perjanjian Sewa PT PNP berakhir tgl 31/12/2021 namun Perpanjangan Sewa baru ditetapkan 18 April 2023 dan pendapatan baru disetor 18 Mei 2023,96519297 
664,2022,90,1,PNBP terlambat/belum disetor ke Kas Negara,"Permasalahan keterlambatan penyetoran PNBP pada rekening Bendahara Penerimaan ke rekening kas negara pada Balai Sertifikasi, Balai Pengujian Ukur Takar Timbang dan Perlengkapan",814777100 
665,2022,5,1,PNBP terlambat/belum disetor ke Kas Negara,Terdapat pemungutan sewa kantin sebesar Rp2.500.000 yang telah dipungut namun belum disetor disebabkan karena belum ada surat izin penggunaan sewa yang menjadi dasar penyetoran uang sewa.,0 
666,2022,12,1,PNBP terlambat/belum disetor ke Kas Negara,"terdapat kekurangan penyetoran PNBP dari pemanfaatan BMN pada UO TNI AD, UO TNI AL dan UO TNI AU",12638525237 
667,2022,23,1,PNBP terlambat/belum disetor ke Kas Negara,"Pendapatan Pendidikan pada Politeknik Negeri Pontianak tidak disetorkan ke kas negara sebesar Rp1.069.900.921,00 dan digunakan secara langsung sebesar Rp561.635.771,00",1069900921 
668,2022,25,1,PNBP terlambat/belum disetor ke Kas Negara,PNBP belum disetorkan pada 1 satker.,400000000 
669,2022,25,1,PNBP terlambat/belum disetor ke Kas Negara,PNBP belum disetorkan pada 3 satker.,340063980 
670,2022,33,1,PNBP terlambat/belum disetor ke Kas Negara,"PNBP Belum Diterima Sebesar Rp359.699.248,00",359699248 
671,2022,60,1,PNBP terlambat/belum disetor ke Kas Negara,PNBP Terlambat setor,0 
672,2022,93,1,PNBP terlambat/belum disetor ke Kas Negara,-,1500281 
673,2022,5,2,PNBP kurang pungut,"1). Terdapat Pendapatan Sewa yang dipungut kurang dari tarif yang telah ditetapkan oleh KPKNL;
2). Adanya penyewaan sebagian tanah/gedung oleh pihak penyewa ke pihak lainnya tanpa persetujuan MA.",22864800 
674,2022,15,2,PNBP kurang pungut,"1) Kurang Bayar Pungutan Ekspor belum Ditetapkan
2) Belum ada kebijakan akuntansi yang mengatur Pungutan Ekspor, Kurang Bayar dan lebih Bayar Pungutan Ekspor",26609494419 
675,2022,19,2,PNBP kurang pungut,"Politeknik ATI Makassar kurang pungut karena tidak sesuai tarif Pasca Semester VI sebesar Rp23.400.000,00 dan SMK SMTI Makassar kurang pungut karena salah penerbitan kode billing sebesar Rp549.999,00.",23949999 
676,2022,19,2,PNBP kurang pungut,"Dalam data PNBP ditemukan pencatatan ganda nama, nomor induk siswa dan peruntukkan pembayaran. Penerimaan tidak didukung bukti kuitansi, terdapat kuitansi ganda, data manual catatan PNBP tidak akurat.",0 
677,2022,20,2,PNBP kurang pungut,"Royalti dan PHT belum dipungut sesuai tarif PP 15 Tahun 2022 sebesar USD23,038,395.31 dan Rp118.117.049.464,44",477000000000 
679,2022,24,2,PNBP kurang pungut,"Pembayaran sewa Foresthree Coffee kurang dipungut sebesar Rp23.555.200,00 dan denda keterlambatan belum dikenakan minimal Rp21.427.440,00",44982640 
680,2022,24,2,PNBP kurang pungut,seluruh nilai temuan terbagi atas temuan TA 2022 Sebesar Rp241.016.3030 dan TA 2023 sebesar Rp1.617.688. atas seluruh nilai temuan tersebut telah lunas dibayar oleh Mitra.,242633991 
681,2022,25,2,PNBP kurang pungut,PNBP kurang dipungut pada 1 satker.,15519825 
682,2022,26,2,PNBP kurang pungut,Pengenaan PNBP tidak sesuai PP Tarif,20690400 
683,2022,32,2,PNBP kurang pungut,"Kekurangan penagihan PNBP PHP dan PPP senilai Rp290.803.170,00(Rp3.555.000,00 + Rp287.248.170,00) dan masa berlaku yang tidak sesuai ketentuan atas dua kapal penangkap ikan dan lima kapal pengangkut.",290803170 
684,2022,32,2,PNBP kurang pungut,"kekurangan pembayaran PNBP atas sewa yang belum dibayar dan selisih tarif sewa senilai Rp676.016.418,00 dan denda keterlambatan senilai Rp64.332.260,00.",740348678 
685,2022,32,2,PNBP kurang pungut,"Terdapat selisih atas bunga deposito yang seharusnya diterima LPMUKP dengan bunga deposito yang telah dibayarkan oleh Bank KB Bukopin senilai Rp5.821.918,00",5821910 
686,2022,44,2,PNBP kurang pungut,"Penerimaan GSH menurut catatan  GSH sebesar Rp1.356.287.556,00 disetor ke rekening kas lainnya.Berdasarkan penelusuran uang masuk dari GSH sebesar Rp1.256.529.293 ,00",99758263 
687,2022,54,2,PNBP kurang pungut,Dari penjelasan diatas diketahui terjadi Potensi Kehilangan Pendapatan Denda Lainnya atas Petugas Lapangan Pemutakhiran Kerangka Geospasial dan Muatan Wilkerstat ST2023 yang mengundurkan diri atau tid,12700000 
688,2022,54,2,PNBP kurang pungut,"Kekurangan penetapan denda lainnya sebesar Rp3.962.400,00 (Rp720.800,00 + Rp3.241.600,00) dan kehilangan potensi Pendapatan Denda Lainnya sebesar Rp10.369.000,00; dan",3962400 
689,2022,66,2,PNBP kurang pungut,-,19270000 
690,2022,112,2,PNBP kurang pungut,"1) Pengukuran air baku oleh Mitra KSO tidak berdasarkan alat ukur yang valid;
2) Mitra KSO belum menerapkan tarif air minum  berdasarkan Perka BP Batam dan alat ukur pada pelanggan tidak valid",0 
691,2022,112,2,PNBP kurang pungut,"1) Belum Terdapat Mekanisme Baku Terkait Perubahan Maupun Pembatalan Kuitansi pd Aplikasi SIMRS; dan 
2) Bagian Keuangan BURS Belum Melakukan Rekonsiliasi Data Kuitansi SIMRS Dengan Data Pendapatan FBM",0 
692,2022,117,2,PNBP kurang pungut,"Kekurangan penerimaan atas PNBP senilai Rp76.346.558,78 atas perbedaan ukuran luas riil di lapangan dan data di PKS, terdapat potensi pendapatan dari PNBP atas pengelolaan penyewaan slot multipleksing",76346559 
693,2022,20,3,PNBP tidak dipungut,Pendapatan Bagian Pemerintah dari Keuntungan Bersih IUPK Tahun 2020 dan 2021 dari satu perusahan belum disetor,332000000000 
694,2022,23,3,PNBP tidak dipungut,Pemanfaatan ruangan sebagai koperasi oleh Koperasi BS tidak dipungut sewa sejak Oktober - Desember 2022 (3 bulan).,3683000 
695,2022,24,3,PNBP tidak dipungut,biaya peserta didik program profesi dokter spesialis dan praktek profesi dietisien juli s.d. desember 2022 belum dipungut dan disetor,905299889 
696,2022,24,3,PNBP tidak dipungut,-,32584070 
697,2022,29,3,PNBP tidak dipungut,KLHK Belum Menetapkan Peraturan Mengenai Tata Cara Perdagangan Karbon Sektor Kehutanan (Forestry and Other Land Use) namun melakukan pemungutan PNBP atas transaksi perdagangan karbon,0 
698,2022,32,3,PNBP tidak dipungut,"PNBP dari sarpras sesuai tusi belum dibayar oleh penyewa hingga 31 Desember 2022 senilai Rp397.333.884 dan denda 56.276.520,00 belum dipungut",453610404 
699,2022,54,3,PNBP tidak dipungut,"Terdapat sebanyak 75 orang Petugas Lapangan Regsosek pada 14 sarker BPS Kabupaten/Kota yang menerima Honorarium seluruhnya sebesar Rp302.276.000,00, namun belum ditetapkan Ganti Ruginya. Honorarium",302276000 
700,2022,54,3,PNBP tidak dipungut,"Kekurangan penetapan denda lainnya sebesar Rp3.962.400,00 (Rp720.800,00 + Rp3.241.600,00) dan kehilangan potensi Pendapatan Denda Lainnya sebesar Rp10.369.000,00; dan",10369000 
701,2022,57,3,PNBP tidak dipungut,"pemanfaatan Ruang Serba Guna Lantai IV dan Ruang Auditorium Lantai II di Jln Medan Merdeka Selatan Nomor 11 Jakarta Pusat, terdapat total 206 kali pemanfaatan belum dipungut PNBP walau sudah ada tarif",447424700 
702,2022,60,3,PNBP tidak dipungut,-,65700000 
703,2022,60,3,PNBP tidak dipungut,PNBP Nomor Register Kendaraan Bermotor Pilihan,385000000 
704,2022,60,3,PNBP tidak dipungut,Potensi Penerimaan Negara Bukan Pajak dari Penerbitan Surat Tanda Coba Kendaraan pada Direktorat Lalu Lintas Kepolisian Daerah Papua Barat Tahun 2022 Tidak Dipungut,0 
705,2022,60,3,PNBP tidak dipungut,Potensi Penerimaan atas Denda Keterlambatan Pembayaran PNBP Pamobvit pada Direktorat Pamobvit Polda Papua Barat Belum Dimanfaatkan,0 
706,2022,63,3,PNBP tidak dipungut,Terdapat pelayanan perizinan yang belum dikenakan tarif karena belum ada revisi PP 32 Tahun 2017,0 
707,2022,78,3,PNBP tidak dipungut,PPATK tidak melaksanakan PP No. PP Nomor 109 Tahun 2021 tentang Jenis dan Tarif atas Jenis Penerimaan Negara Bukan Pajak yang Berlaku pada PPATK sehingga tidak ada pengenaan denda administratif,0 
708,2022,111,3,PNBP tidak dipungut,Pemanfaatan Aset Tetap Oleh Pihak Ketiga Pada PLBN Entikong dan PLBN Wini belum ada perjanjian dan belum dikenakan tarif sewa.,0 
709,2022,112,3,PNBP tidak dipungut,Pengelolaan Pendapatan di BP Batam oleh Badan Usaha Fasilitas dan Lingkungan belum optimal dan berdampak pada hilangnya potensi pendapatan,0 
710,2022,118,3,PNBP tidak dipungut,Potensi penerimaan PNBP yang belum dipungut oleh BPKS,0 
711,2022,12,4,Pungutan yang belum memiliki dasar hukum dan digunakan langsung,penerimaan dan penggunaan langsung atas PNBP yang tidak dikelola melalui mekanisme APBN,25979777334 
712,2022,23,4,Pungutan yang belum memiliki dasar hukum dan digunakan langsung,Pendapatan layanan kesehatan belum ditetapkan tarif dan digunakan langsung.,32455000 
713,2022,23,4,Pungutan yang belum memiliki dasar hukum dan digunakan langsung,"Terdapat PNBP minimal sebesar Rp6.131.377.927,00 yang tidak disetorkan ke rekening penerimaan USK, karena digunakan tanpa melalui pengesahan pendapatan dan pertanggungjawaban belanja",6131377927 
714,2022,23,4,Pungutan yang belum memiliki dasar hukum dan digunakan langsung,"Penerimaan atas sewa Gedung Olahraga Handayani digunakan secara langsung oleh Setditjen Diksi untuk pembayaran iuran RT, iuran RW, honor petugas kebersihan, keamanan, dan biaya operasional lainnya",64250000 
715,2022,23,4,Pungutan yang belum memiliki dasar hukum dan digunakan langsung,Merupakan pendapatan atas penjualan tiket kolam renang yang didasarkan kepada SK Kepala BBPPMPV BMTI dan belum ditetapkan oleh KPKNL,270042500 
716,2022,23,4,Pungutan yang belum memiliki dasar hukum dan digunakan langsung,pendapatan penjualan tiket kolam renang yang disetor ke kas negara sebesar 50% dari total pendapatan. sisanya digunakan untuk biaya operasional kolam renang.,270042500 
717,2022,23,4,Pungutan yang belum memiliki dasar hukum dan digunakan langsung,"Atas pendapatan dari sewa kantin, hotel polimedia, denda perpustakaan, Pendapatan seminar, Dana Pengelolaan Program, dan Pendapatan Wisuda yang diterima Polimedia namun tidak diakui pendapatan",360188408 
718,2022,23,4,Pungutan yang belum memiliki dasar hukum dan digunakan langsung,Atas pendapatan pada Polimedia Jakarta yang tidak diakui pendapatan di LRA dan digunakan langsung. Adapun sisanya tidak disetor ke kas negara.,0 
719,2022,23,4,Pungutan yang belum memiliki dasar hukum dan digunakan langsung,Pendapatan sewa dan jasa yang belum yang belum memiliki dasar hukum dan digunakan langsung,667343191 
720,2022,23,4,Pungutan yang belum memiliki dasar hukum dan digunakan langsung,"Penerimaan atas sewa Gedung Olahraga Handayani digunakan secara langsung oleh Setditjen Diksi untuk pembayaran iuran RT, iuran RW, honor petugas kebersihan, keamanan, dan biaya operasional lainnya",0 
721,2022,25,4,Pungutan yang belum memiliki dasar hukum dan digunakan langsung,Penggunaan langsung penerimaan BLU pada 2 satker.,288643000 
722,2022,44,4,Pungutan yang belum memiliki dasar hukum dan digunakan langsung,"GSH mendokumentasikan penerimaan sebesar Rp1.356.287.556,00, disetor sebesar Rp672.345.350,00, sisanya digunakan langsung Realisasi pengeluaran sebesar Rp782.668.470,55, selisih belum dijelaskan",683942206 
723,2022,44,4,Pungutan yang belum memiliki dasar hukum dan digunakan langsung,Pendapatan telah disahkan dan masuk ke rekening operasional penerimaan BLU,1047973005 
724,2022,104,4,Pungutan yang belum memiliki dasar hukum dan digunakan langsung,-,1853722763 
725,2022,23,4,Telah Memiliki Dasar Hukum Namun Digunakan Langsung,Atas sisa kas tersebut telah dikembalikan oleh BBPPMPV Senbud kepada Kabupaten Asmat,263256400 
726,2022,23,4,Telah Memiliki Dasar Hukum Namun Digunakan Langsung,Nilai Rp177.926.400 dibayarkan untuk honor pengajar dan uang harian pengemudi. Sedangkan sebesar Rp57.477.000 untuk penginapan asrama telah disetorkan ke kas negara.,0 
727,2022,23,4,Telah Memiliki Dasar Hukum Namun Digunakan Langsung,Merupakan pendapatan UKT semester ganjil 2022/2023 pada AKN Seni dan Budaya Yogyakarta yang tidak diakui dalam LK,90200000 
728,2022,23,4,Telah Memiliki Dasar Hukum Namun Digunakan Langsung,"dana UKT AKN Seni dan Budaya Yogyakarta tersebut digunakan secara langsung untuk operasional kantor, kegiatan rapat, honor Kepala Program, pembelian perlengkapan wisuda, dan lain sebagainya",0 
729,2022,23,4,Telah Memiliki Dasar Hukum Namun Digunakan Langsung,"Pendapatan dari Dana Komite, Dana Bantuan Operasional Sekolah (BOS), dan Dana Bantuan Operasional Penyelenggaraan (BOP) di TK dan SD Pedagogia Labschool UNY tidak dikelola dengan mekanisme BLU",733645628 
730,2022,25,4,Telah Memiliki Dasar Hukum Namun Digunakan Langsung,Penggunaan langsung penerimaan APBN-RM pada 4 satker.,200167424 
731,2022,25,4,Telah Memiliki Dasar Hukum Namun Digunakan Langsung,Penggunaan langsung penerimaan APBN-RM pada 2 satker.,384045600 
732,2022,54,4,Telah Memiliki Dasar Hukum Namun Digunakan Langsung,-,74153240 
733,2022,60,4,Telah Memiliki Dasar Hukum Namun Digunakan Langsung,Pengelolaan Penerimaan Negara Bukan Pajak Pengamanan Objek Tertentu oleh Satbrimob Polda Papua Barat pada Tahun 2022 Belum Sesuai Ketentuan,0 
734,2022,60,4,Telah Memiliki Dasar Hukum Namun Digunakan Langsung,PNBP Jasa Pengamanan dan Pengawalan,249175000 
735,2022,60,4,Telah Memiliki Dasar Hukum Namun Digunakan Langsung,Pelaksanaan Kegiatan Pengamanan Objek Vital pada Kantor Perwakilan Bank Indonesia Provinsi Aceh oleh Satbrimob Polda Aceh Tidak Sesuai Ketentuan,0 
736,2022,104,4,Telah Memiliki Dasar Hukum Namun Digunakan Langsung,-,157100000 
737,2022,10,6,Permasalahan lainnya terkait PNBP,Bendahara Penerimaan memungut sewa kantin melebihi dari besaran sewa yang diperjanjikan. Bendahara Penerimaan hanya menyetor ke Kas Negara sebesar nilai sewa sesuai perjanjian sewa kantin.,19550000 
738,2022,11,6,Permasalahan lainnya terkait PNBP,"Hilangnya potensi Pendapatan restitusi VAT karena proses pengajuan telah melebihi batas waktu pengajuan restitusi sebesar ekuivalen Rp94.020.357,57",94020357 
739,2022,11,6,Permasalahan lainnya terkait PNBP,"VAT atas belanja pada Perwakilan RI yang belum diajukan proses restitusinya kepada pemerintah negara setempat sebesar ekuivalen Rp923.041.623,66",923041624 
740,2022,19,6,Permasalahan lainnya terkait PNBP,Regulasi atas Pendapatan Yang Masih Harus Diterima pada Kementerian Perindustrian Belum Selaras dan Belum Lengkap,0 
741,2022,20,6,Permasalahan lainnya terkait PNBP,"Pengenaan sewa wisma sebesar Rp83.685.000,00 pada PEM Akamigas belum didasarkan penetapan tarif pimpinan BLU/PMK",0 
742,2022,20,6,Permasalahan lainnya terkait PNBP,Tidak ada pemisahan periodisitas atas pendapatan kas yang diterima sesuai dengan hak akrualnya,0 
743,2022,20,6,Permasalahan lainnya terkait PNBP,Nilai pendapatan sewa BMN tidak berdasarkan penetapan dari Pengelola Barang atas penggunaan tanah untuk bangunan coffeemine,0 
744,2022,23,6,Permasalahan lainnya terkait PNBP,"Pendapatan sewa tanah, gedung, dan bangunan berupa sewa kantin tidak menggambarkan kondisi yang sebenarnya.",0 
745,2022,23,6,Permasalahan lainnya terkait PNBP,-,178000000 
746,2022,23,6,Permasalahan lainnya terkait PNBP,-,2528150000 
747,2022,23,6,Permasalahan lainnya terkait PNBP,Jasa giro dipotong PPh sebesar RP396.313.971. Tidak ada pertanggungjawaban setelah 31 Desember 2022.,396313971 
748,2022,23,6,Permasalahan lainnya terkait PNBP,Kontribusi pemanfaatan aset oleh Labschool Unesa tidak didukung dengan hasil penilaian kewajaran BMN dalam rangka kerja sama pemanfaatan (KSP),0 
749,2022,23,6,Permasalahan lainnya terkait PNBP,"1. Unipa Belum Menerima Hibah PemProv PapBar dan Belum meregistrasi Hibah Langsung Pemkab Kaimana 
2. Uncen belum meregistrasi hibah langsung Pemkab Kepulauan Yapen",808518886 
750,2022,23,6,Permasalahan lainnya terkait PNBP,"Kelebihan Pembayaran atas UKT kepada Mahasiswa Institut Teknologi Kalimantan yang Berhak Menerima Sebesar Rp188.250.000,00",28750000 
751,2022,23,6,Permasalahan lainnya terkait PNBP,"Kelebihan Pembayaran atas UKT kepada Mahasiswa Institut Teknologi Kalimantan yang Berhak Menerima Sebesar Rp188.250.000,00",159500000 
752,2022,23,6,Permasalahan lainnya terkait PNBP,"Terdapat realisasi Pendapatan Pendidikan Lainnya sebesar Rp56.780.000,00, yang di dalamnya antara lain berupa penerimaan hasil asrama mahasiswa sebesar Rp32.350.000,00 yang seharusnya masuk dalam Pend",32350000 
753,2022,23,6,Permasalahan lainnya terkait PNBP,"merupakan Pendapatan Sewa Tanah, Gedung, dan Bangunan sebesar Rp34.620.000,00 dan Pendapatan Sewa Peralatan dan Mesin sebesar Rp46.900.000,00",524508141 
754,2022,23,6,Permasalahan lainnya terkait PNBP,"Berdasarkan hasil pemeriksaan atas Pendapatan Pendidikan pada Politeknik Negeri Samarinda, diketahui terdapat pungutan Sumbangan Pengembangan Institusi (SPI) pada 36 mahasiswa pasca sarjana sebesar Rp",180000000 
755,2022,23,6,Permasalahan lainnya terkait PNBP,"Terdapat tujuh mahasiswa yang berstatus cuti namun masih melakukan pembayaran UKT sebesar 25% dengan jumlah total sebesar Rp6.050.000,00",6050000 
756,2022,23,6,Permasalahan lainnya terkait PNBP,"Hasil pemeriksaan diketahui bahwa terdapat 17 mahasiswa yang berstatus cuti namun masih melakukan pembayaran UKT sebesar 25%, dengan jumlah total sebesar Rp11.125.000,00.",11125000 
757,2022,23,6,Permasalahan lainnya terkait PNBP,"Polines ditetapkan sebagai BLU sejak 7 Juni 2021 berdasarkan Keputusan Menteri Keuangan Republik Indonesia nomor 220/KMK.05/2021. Namun, hingga saat ini belum ada PMK terkait tarif BLU",0 
758,2022,23,6,Permasalahan lainnya terkait PNBP,"PNJ ditetapkan sebagai BLU sejak 31 Mei 2021 berdasarkan Keputusan Menteri Keuangan Republik Indonesia nomor 209/KMK.05/2021, namun hingga saat ini belum ada PMK terkait tarif BLU",0 
759,2022,23,6,Permasalahan lainnya terkait PNBP,Kelebihan pemunggutan SPI atas mahasiswa Program Pasca Sarjan,18000000 
760,2022,23,6,Permasalahan lainnya terkait PNBP,"Kelebihan pemunggutan UKT atas mahasiswa cuti pada Politeknik Negeri Sambas, Politeknik Negeri Bandung dan Politeknik Negeri Medan",45875000 
761,2022,25,6,Permasalahan lainnya terkait PNBP,Pemanfaatan Barang Milik Negara (BMN) belum didukung perjanjian kerjasama dan belum dikenakan sewa pada 2 satker.,0 
762,2022,25,6,Permasalahan lainnya terkait PNBP,Pemanfaatan Barang Milik Negara (BMN) belum didukung perjanjian kerjasama dan belum dikenakan sewa pada 3 satker.,0 
763,2022,29,6,Permasalahan lainnya terkait PNBP,Verifikasi atas kewajiban yang harus dilaksanakan wajib bayar PPKH tidak terstandar dan belum menyeluruh.,0 
764,2022,29,6,Permasalahan lainnya terkait PNBP,Terdapat PBPH yang tidak menyampaikan RKT dan aplikasi SIPASHUT belum terintegrasi dengan aplikasi SIPUHH.,0 
765,2022,29,6,Permasalahan lainnya terkait PNBP,pengendalian dan pengawasan atas izin PPKH masih menggunakan sistem yang terpisah & belum terintegrasi sehingga untuk mengetahui pemenuhan hak negara  harus membuka banyak aplikasi dan data tdk update,0 
766,2022,32,6,Permasalahan lainnya terkait PNBP,"Terdapat perbedaan suku bunga deposito yang diberikan oleh beberapa bank mitra LPMUKP pada bulan yang sama, menimbulkan potensi lebih atas pendapatan bunga deposito yang bisa didapatkan oleh LPMUKP.",0 
767,2022,32,6,Permasalahan lainnya terkait PNBP,"LPMUKP belum menyusun dan mendokumentasikan catatan dan/atau kertas kerja atas pengelolaan idle cash secara memadai, yaitu itidak adanya/tidak lengkapnya dokumen pendukung.",0 
768,2022,32,6,Permasalahan lainnya terkait PNBP,"RBA LPMUKP Tahun 2022 hanya menyebutkan Proyeksi Pendapatan LPMUKP dengan mencantumkan angka global atas target Pendapatan, tidak disertai analisis maupun rincian perhitungan atas proyeksi tersebut.",0 
769,2022,33,6,Permasalahan lainnya terkait PNBP,Kekurangan penerimaan PNBP atas pemanfaatan BMN yang belum dilengkapi Perjanjian Sewa-menyewa,305558248 
770,2022,54,6,Permasalahan lainnya terkait PNBP,"Hasil analisis atas Pedoman teknis dan administrasi SBH 2022 yang dibuat oleh Badan Pusat Statistik (BPS), tidak mengatur tentang SPK dengan petugas lapangan yang mengikat dalam pelaksanaan SBH. Demik",0 
771,2022,56,6,Permasalahan lainnya terkait PNBP,BMN disewakan kepada Koperasi Pegawai Negeri Sejahtera Adiguna oleh Kanwil BPN Prov. Sulawesi Selatan sebesar Rp83.990.500/tahun tetapi belum ada keputusan sewanya,83990500 
772,2022,60,6,Permasalahan lainnya terkait PNBP,Pemanfaatan BMN pada Rumah Sakit Bhayangkara Tk. III Manado Belum Sesuai dengan Ketentuan yang Berlaku,0 
773,2022,60,6,Permasalahan lainnya terkait PNBP,Pengelolaan PNBP Jasa Pamobvit pada Satsamapta Polres Aceh Besar Belum Sesuai Ketentuan dan Lebih Bayar atas Kegiatan Pamobvit,1533000 
774,2022,60,6,Permasalahan lainnya terkait PNBP,Potensi PNBP atas Penerbitan NRKB Pilihan Minimal,0 
775,2022,60,6,Permasalahan lainnya terkait PNBP,Potensi PNBP atas Penerbitan NRKB Pilihan pada Ditlantas Polda Bali Belum Dikelola Secara Optimal Sebesar Rp10.54 Milyar,0 
776,2022,63,6,Permasalahan lainnya terkait PNBP,Terdapat input waktu penyelesaian LHU berbeda dengan kondisi sebenarnya,0 
777,2022,63,6,Permasalahan lainnya terkait PNBP,BPOM Tidak Melakukan Pengujian Pangan Pihak Ketiga Pada Akhir Bulan November s.d Bulan Desember,0 
778,2022,63,6,Permasalahan lainnya terkait PNBP,Terdapat waktu input LHU yang berbeda dari waktu sebenarnya,0 
779,2022,63,6,Permasalahan lainnya terkait PNBP,Terdapat waktu input LHU berbeda dengan tanggal sertifikat sebenarnya,0 
780,2022,63,6,Permasalahan lainnya terkait PNBP,Terdapat Tujuh SKI Status Merah yang Belum Sepenuhnya  Ditindaklanjuti,0 
781,2022,63,6,Permasalahan lainnya terkait PNBP,Terdapat waktu input LHU berbeda dengan tanggal sertifikat sebenarnya,0 
782,2022,63,6,Permasalahan lainnya terkait PNBP,Terdapat waktu input LHU berbeda dengan tanggal sertifikat sebenarnya,0 
783,2022,63,6,Permasalahan lainnya terkait PNBP,Terdapat waktu input LHU berbeda dengan tanggal sertifikat sebenarnya,0 
